Price,Adj Close,Close,High,Low,Open,Volume
Ticker,^NSEI,^NSEI,^NSEI,^NSEI,^NSEI,^NSEI
Datetime,,,,,,
2025-10-13 07:10:00+00:00,25205.75,25205.75,25205.900390625,25186.55078125,25189.05078125,0
2025-10-13 07:15:00+00:00,25181.05078125,25181.05078125,25209.599609375,25179.650390625,25205.30078125,0
2025-10-13 07:20:00+00:00,25192.349609375,25192.349609375,25193.900390625,25173.5,25180.94921875,0
2025-10-13 07:25:00+00:00,25207.69921875,25207.69921875,25210.650390625,25190.69921875,25193.0,0
2025-10-13 07:30:00+00:00,25171.150390625,25171.150390625,25210.0,25168.849609375,25207.30078125,0
2025-10-13 07:35:00+00:00,25188.900390625,25188.900390625,25192.599609375,25169.69921875,25171.150390625,0
2025-10-13 07:40:00+00:00,25210.0,25210.0,25212.25,25187.150390625,25188.900390625,0
2025-10-13 07:45:00+00:00,25194.05078125,25194.05078125,25217.94921875,25194.05078125,25209.05078125,0
2025-10-13 07:50:00+00:00,25180.25,25180.25,25200.30078125,25177.94921875,25195.75,0
2025-10-13 07:55:00+00:00,25187.75,25187.75,25195.75,25177.900390625,25180.349609375,0
2025-10-13 08:00:00+00:00,25193.30078125,25193.30078125,25205.19921875,25184.30078125,25187.650390625,0
2025-10-13 08:05:00+00:00,25198.44921875,25198.44921875,25199.30078125,25184.849609375,25193.099609375,0
2025-10-13 08:10:00+00:00,25198.25,25198.25,25203.55078125,25195.5,25198.349609375,0
2025-10-13 08:15:00+00:00,25214.349609375,25214.349609375,25214.849609375,25197.30078125,25198.80078125,0
2025-10-13 08:20:00+00:00,25195.599609375,25195.599609375,25217.0,25187.5,25214.69921875,0
2025-10-13 08:25:00+00:00,25185.650390625,25185.650390625,25200.75,25176.650390625,25196.05078125,0
2025-10-13 08:30:00+00:00,25216.94921875,25216.94921875,25216.94921875,25183.849609375,25184.849609375,0
2025-10-13 08:35:00+00:00,25218.75,25218.75,25222.400390625,25210.75,25216.25,0
2025-10-13 08:40:00+00:00,25207.5,25207.5,25222.05078125,25206.900390625,25218.349609375,0
2025-10-13 08:45:00+00:00,25205.400390625,25205.400390625,25217.44921875,25197.599609375,25210.75,0
2025-10-13 08:50:00+00:00,25229.05078125,25229.05078125,25235.900390625,25195.55078125,25205.400390625,0
2025-10-13 08:55:00+00:00,25251.400390625,25251.400390625,25266.94921875,25226.849609375,25228.599609375,0
2025-10-13 09:00:00+00:00,25247.30078125,25247.30078125,25258.900390625,25247.30078125,25251.099609375,0
2025-10-13 09:05:00+00:00,25247.69921875,25247.69921875,25257.19921875,25246.44921875,25246.849609375,0
2025-10-13 09:10:00+00:00,25245.849609375,25245.849609375,25250.75,25228.55078125,25247.650390625,0
2025-10-13 09:15:00+00:00,25237.0,25237.0,25252.75,25233.5,25245.94921875,0
2025-10-13 09:20:00+00:00,25253.150390625,25253.150390625,25256.19921875,25232.25,25237.349609375,0
2025-10-13 09:25:00+00:00,25249.19921875,25249.19921875,25256.55078125,25242.30078125,25253.400390625,0
2025-10-13 09:30:00+00:00,25215.5,25215.5,25251.400390625,25215.25,25250.30078125,0
2025-10-13 09:35:00+00:00,25222.5,25222.5,25226.599609375,25215.44921875,25215.94921875,0
2025-10-13 09:40:00+00:00,25220.44921875,25220.44921875,25223.599609375,25217.900390625,25222.25,0
2025-10-13 09:45:00+00:00,25227.69921875,25227.69921875,25230.25,25220.150390625,25221.099609375,0
2025-10-13 09:50:00+00:00,25235.25,25235.25,25240.44921875,25222.75,25227.94921875,0
2025-10-13 09:55:00+00:00,25237.150390625,25237.150390625,25246.25,25232.650390625,25234.69921875,0
2025-10-14 03:45:00+00:00,25293.30078125,25293.30078125,25306.05078125,25260.0,25260.0,0
2025-10-14 03:50:00+00:00,25301.75,25301.75,25310.099609375,25285.150390625,25290.75,0
2025-10-14 03:55:00+00:00,25292.19921875,25292.19921875,25301.94921875,25283.0,25300.69921875,0
2025-10-14 04:00:00+00:00,25283.5,25283.5,25298.05078125,25281.650390625,25291.80078125,0
2025-10-14 04:05:00+00:00,25248.349609375,25248.349609375,25293.5,25248.25,25285.75,0
2025-10-14 04:10:00+00:00,25236.849609375,25236.849609375,25263.80078125,25235.400390625,25249.44921875,0
2025-10-14 04:15:00+00:00,25234.44921875,25234.44921875,25246.849609375,25222.69921875,25236.69921875,0
2025-10-14 04:20:00+00:00,25224.400390625,25224.400390625,25238.80078125,25221.69921875,25234.55078125,0
2025-10-14 04:25:00+00:00,25207.55078125,25207.55078125,25225.30078125,25203.44921875,25224.30078125,0
2025-10-14 04:30:00+00:00,25194.69921875,25194.69921875,25229.44921875,25185.55078125,25206.099609375,0
2025-10-14 04:35:00+00:00,25195.0,25195.0,25196.05078125,25176.849609375,25194.69921875,0
2025-10-14 04:40:00+00:00,25196.69921875,25196.69921875,25205.099609375,25188.900390625,25195.44921875,0
2025-10-14 04:45:00+00:00,25181.599609375,25181.599609375,25202.05078125,25174.150390625,25196.650390625,0
2025-10-14 04:50:00+00:00,25194.19921875,25194.19921875,25194.19921875,25165.05078125,25181.30078125,0
2025-10-14 04:55:00+00:00,25210.44921875,25210.44921875,25213.0,25191.150390625,25194.69921875,0
2025-10-14 05:00:00+00:00,25214.94921875,25214.94921875,25218.349609375,25201.25,25210.30078125,0
2025-10-14 05:05:00+00:00,25213.19921875,25213.19921875,25217.69921875,25204.099609375,25214.80078125,0
2025-10-14 05:10:00+00:00,25219.05078125,25219.05078125,25224.099609375,25194.55078125,25213.94921875,0
2025-10-14 05:15:00+00:00,25211.5,25211.5,25240.25,25210.30078125,25218.25,0
2025-10-14 05:20:00+00:00,25204.94921875,25204.94921875,25212.69921875,25200.55078125,25212.599609375,0
2025-10-14 05:25:00+00:00,25201.650390625,25201.650390625,25212.400390625,25200.05078125,25204.69921875,0
2025-10-14 05:30:00+00:00,25192.30078125,25192.30078125,25203.05078125,25184.69921875,25201.69921875,0
2025-10-14 05:35:00+00:00,25173.150390625,25173.150390625,25200.900390625,25166.25,25192.19921875,0
2025-10-14 05:40:00+00:00,25174.0,25174.0,25176.650390625,25159.55078125,25173.349609375,0
2025-10-14 05:45:00+00:00,25140.80078125,25140.80078125,25173.94921875,25138.30078125,25173.650390625,0
2025-10-14 05:50:00+00:00,25132.05078125,25132.05078125,25148.44921875,25129.94921875,25141.400390625,0
2025-10-14 05:55:00+00:00,25141.55078125,25141.55078125,25141.55078125,25116.05078125,25132.0,0
2025-10-14 06:00:00+00:00,25136.099609375,25136.099609375,25141.05078125,25122.5,25140.849609375,0
2025-10-14 06:05:00+00:00,25148.400390625,25148.400390625,25148.69921875,25133.75,25136.099609375,0
2025-10-14 06:10:00+00:00,25144.849609375,25144.849609375,25157.80078125,25139.849609375,25148.5,0
2025-10-14 06:15:00+00:00,25141.19921875,25141.19921875,25145.44921875,25128.80078125,25144.150390625,0
2025-10-14 06:20:00+00:00,25152.400390625,25152.400390625,25153.099609375,25136.400390625,25140.5,0
2025-10-14 06:25:00+00:00,25155.5,25155.5,25162.55078125,25145.0,25152.849609375,0
2025-10-14 06:30:00+00:00,25155.650390625,25155.650390625,25169.19921875,25151.25,25155.55078125,0
2025-10-14 06:35:00+00:00,25116.150390625,25116.150390625,25156.80078125,25110.099609375,25156.80078125,0
2025-10-14 06:40:00+00:00,25118.349609375,25118.349609375,25118.75,25101.94921875,25115.400390625,0
2025-10-14 06:45:00+00:00,25121.69921875,25121.69921875,25127.69921875,25111.150390625,25118.44921875,0
2025-10-14 06:50:00+00:00,25126.349609375,25126.349609375,25128.5,25111.69921875,25122.69921875,0
2025-10-14 06:55:00+00:00,25090.349609375,25090.349609375,25125.19921875,25089.349609375,25125.150390625,0
2025-10-14 07:00:00+00:00,25104.69921875,25104.69921875,25107.0,25084.55078125,25090.44921875,0
2025-10-14 07:05:00+00:00,25077.0,25077.0,25110.849609375,25076.80078125,25105.900390625,0
2025-10-14 07:10:00+00:00,25066.30078125,25066.30078125,25088.69921875,25061.25,25076.400390625,0
2025-10-14 07:15:00+00:00,25086.599609375,25086.599609375,25090.150390625,25062.650390625,25067.150390625,0
2025-10-14 07:20:00+00:00,25089.94921875,25089.94921875,25095.25,25083.849609375,25087.55078125,0
2025-10-14 07:25:00+00:00,25098.099609375,25098.099609375,25104.44921875,25088.5,25090.349609375,0
2025-10-14 07:30:00+00:00,25094.0,25094.0,25107.69921875,25078.900390625,25098.599609375,0
2025-10-14 07:35:00+00:00,25074.900390625,25074.900390625,25106.19921875,25066.599609375,25094.099609375,0
2025-10-14 07:40:00+00:00,25084.05078125,25084.05078125,25092.25,25065.650390625,25075.05078125,0
2025-10-14 07:45:00+00:00,25084.94921875,25084.94921875,25087.94921875,25079.69921875,25084.55078125,0
2025-10-14 07:50:00+00:00,25096.44921875,25096.44921875,25096.599609375,25079.55078125,25086.25,0
2025-10-14 07:55:00+00:00,25100.900390625,25100.900390625,25100.900390625,25091.69921875,25096.650390625,0
2025-10-14 08:00:00+00:00,25129.44921875,25129.44921875,25129.44921875,25100.25,25100.5,0
2025-10-14 08:05:00+00:00,25122.69921875,25122.69921875,25137.94921875,25107.0,25128.849609375,0
2025-10-14 08:10:00+00:00,25121.80078125,25121.80078125,25135.44921875,25120.400390625,25122.349609375,0
2025-10-14 08:15:00+00:00,25128.849609375,25128.849609375,25137.900390625,25098.69921875,25120.94921875,0
2025-10-14 08:20:00+00:00,25108.400390625,25108.400390625,25128.94921875,25106.44921875,25128.900390625,0
2025-10-14 08:25:00+00:00,25123.05078125,25123.05078125,25126.25,25105.75,25108.19921875,0
2025-10-14 08:30:00+00:00,25129.25,25129.25,25129.25,25111.599609375,25122.0,0
2025-10-14 08:35:00+00:00,25126.44921875,25126.44921875,25135.099609375,25119.30078125,25130.5,0
2025-10-14 08:40:00+00:00,25122.75,25122.75,25126.80078125,25095.05078125,25124.94921875,0
2025-10-14 08:45:00+00:00,25106.30078125,25106.30078125,25136.69921875,25099.19921875,25123.0,0
2025-10-14 08:50:00+00:00,25149.099609375,25149.099609375,25149.099609375,25103.05078125,25106.900390625,0
2025-10-14 08:55:00+00:00,25145.30078125,25145.30078125,25155.44921875,25138.849609375,25148.400390625,0
2025-10-14 09:00:00+00:00,25168.900390625,25168.900390625,25172.25,25145.05078125,25145.05078125,0
2025-10-14 09:05:00+00:00,25169.25,25169.25,25197.44921875,25165.19921875,25168.55078125,0
2025-10-14 09:10:00+00:00,25178.650390625,25178.650390625,25185.94921875,25159.849609375,25170.0,0
2025-10-14 09:15:00+00:00,25163.80078125,25163.80078125,25192.900390625,25134.75,25177.650390625,0
2025-10-14 09:20:00+00:00,25173.650390625,25173.650390625,25173.80078125,25157.349609375,25162.599609375,0
2025-10-14 09:25:00+00:00,25177.5,25177.5,25180.849609375,25153.150390625,25173.599609375,0
2025-10-14 09:30:00+00:00,25150.55078125,25150.55078125,25177.900390625,25148.400390625,25177.099609375,0
2025-10-14 09:35:00+00:00,25150.30078125,25150.30078125,25165.25,25143.150390625,25150.400390625,0
2025-10-14 09:40:00+00:00,25144.80078125,25144.80078125,25150.0,25135.349609375,25149.849609375,0
2025-10-14 09:45:00+00:00,25144.44921875,25144.44921875,25161.400390625,25135.44921875,25145.25,0
2025-10-14 09:50:00+00:00,25126.849609375,25126.849609375,25145.55078125,25124.5,25143.80078125,0
2025-10-14 09:55:00+00:00,25123.349609375,25123.349609375,25129.44921875,25112.69921875,25126.099609375,0
2025-10-15 03:45:00+00:00,25239.94921875,25239.94921875,25248.25,25163.19921875,25181.55078125,0
2025-10-15 03:50:00+00:00,25242.55078125,25242.55078125,25255.05078125,25231.44921875,25242.0,0
2025-10-15 03:55:00+00:00,25252.650390625,25252.650390625,25257.19921875,25239.650390625,25243.19921875,0
2025-10-15 04:00:00+00:00,25253.5,25253.5,25267.30078125,25253.30078125,25253.30078125,0
2025-10-15 04:05:00+00:00,25223.400390625,25223.400390625,25255.099609375,25222.0,25253.650390625,0
2025-10-15 04:10:00+00:00,25224.69921875,25224.69921875,25231.400390625,25215.099609375,25223.30078125,0
2025-10-15 04:15:00+00:00,25221.650390625,25221.650390625,25239.19921875,25219.5,25225.900390625,0
2025-10-15 04:20:00+00:00,25222.80078125,25222.80078125,25223.19921875,25209.099609375,25222.349609375,0
2025-10-15 04:25:00+00:00,25216.55078125,25216.55078125,25229.349609375,25215.150390625,25222.5,0
2025-10-15 04:30:00+00:00,25216.099609375,25216.099609375,25226.349609375,25212.349609375,25216.55078125,0
2025-10-15 04:35:00+00:00,25229.900390625,25229.900390625,25231.19921875,25213.650390625,25215.75,0
2025-10-15 04:40:00+00:00,25251.25,25251.25,25252.44921875,25229.30078125,25229.599609375,0
2025-10-15 04:45:00+00:00,25252.69921875,25252.69921875,25260.75,25250.44921875,25250.55078125,0
2025-10-15 04:50:00+00:00,25272.94921875,25272.94921875,25276.25,25250.05078125,25254.19921875,0
2025-10-15 04:55:00+00:00,25273.650390625,25273.650390625,25279.19921875,25269.599609375,25273.849609375,0
2025-10-15 05:00:00+00:00,25289.80078125,25289.80078125,25290.75,25273.75,25274.900390625,0
2025-10-15 05:05:00+00:00,25289.25,25289.25,25293.5,25285.69921875,25290.44921875,0
2025-10-15 05:10:00+00:00,25292.05078125,25292.05078125,25300.05078125,25288.099609375,25288.849609375,0
2025-10-15 05:15:00+00:00,25282.94921875,25282.94921875,25292.599609375,25278.69921875,25292.099609375,0
2025-10-15 05:20:00+00:00,25305.349609375,25305.349609375,25308.25,25276.75,25282.900390625,0
2025-10-15 05:25:00+00:00,25315.94921875,25315.94921875,25317.599609375,25296.400390625,25306.19921875,0
2025-10-15 05:30:00+00:00,25301.69921875,25301.69921875,25326.0,25298.349609375,25317.099609375,0
2025-10-15 05:35:00+00:00,25294.099609375,25294.099609375,25302.80078125,25289.05078125,25302.05078125,0
2025-10-15 05:40:00+00:00,25292.599609375,25292.599609375,25296.650390625,25287.0,25293.900390625,0
2025-10-15 05:45:00+00:00,25292.400390625,25292.400390625,25295.400390625,25288.80078125,25292.25,0
2025-10-15 05:50:00+00:00,25303.650390625,25303.650390625,25303.650390625,25290.30078125,25292.69921875,0
2025-10-15 05:55:00+00:00,25319.25,25319.25,25322.900390625,25299.849609375,25303.05078125,0
2025-10-15 06:00:00+00:00,25307.150390625,25307.150390625,25320.75,25305.650390625,25319.69921875,0
2025-10-15 06:05:00+00:00,25304.150390625,25304.150390625,25309.55078125,25295.0,25307.150390625,0
2025-10-15 06:10:00+00:00,25304.849609375,25304.849609375,25311.0,25301.75,25304.25,0
2025-10-15 06:15:00+00:00,25296.80078125,25296.80078125,25305.099609375,25291.099609375,25304.19921875,0
2025-10-15 06:20:00+00:00,25304.55078125,25304.55078125,25306.75,25294.30078125,25297.30078125,0
2025-10-15 06:25:00+00:00,25306.94921875,25306.94921875,25315.650390625,25303.099609375,25304.44921875,0
2025-10-15 06:30:00+00:00,25292.30078125,25292.30078125,25312.80078125,25292.05078125,25307.80078125,0
2025-10-15 06:35:00+00:00,25302.849609375,25302.849609375,25312.44921875,25288.849609375,25293.349609375,0
2025-10-15 06:40:00+00:00,25288.25,25288.25,25303.650390625,25288.25,25302.55078125,0
2025-10-15 06:45:00+00:00,25294.900390625,25294.900390625,25305.44921875,25286.900390625,25289.30078125,0
2025-10-15 06:50:00+00:00,25294.75,25294.75,25296.900390625,25282.69921875,25294.94921875,0
2025-10-15 06:55:00+00:00,25307.0,25307.0,25310.44921875,25290.400390625,25296.44921875,0
2025-10-15 07:00:00+00:00,25309.80078125,25309.80078125,25313.44921875,25303.44921875,25307.349609375,0
2025-10-15 07:05:00+00:00,25308.650390625,25308.650390625,25310.55078125,25301.099609375,25310.44921875,0
2025-10-15 07:10:00+00:00,25319.849609375,25319.849609375,25321.5,25305.599609375,25307.30078125,0
2025-10-15 07:15:00+00:00,25312.0,25312.0,25322.80078125,25307.0,25319.69921875,0
2025-10-15 07:20:00+00:00,25327.44921875,25327.44921875,25328.349609375,25312.5,25314.099609375,0
2025-10-15 07:25:00+00:00,25331.05078125,25331.05078125,25331.69921875,25323.150390625,25328.75,0
2025-10-15 07:30:00+00:00,25331.80078125,25331.80078125,25335.599609375,25327.69921875,25331.349609375,0
2025-10-15 07:35:00+00:00,25331.19921875,25331.19921875,25336.099609375,25328.599609375,25332.19921875,0
2025-10-15 07:40:00+00:00,25325.5,25325.5,25333.80078125,25324.69921875,25333.150390625,0
2025-10-15 07:45:00+00:00,25344.849609375,25344.849609375,25349.599609375,25324.94921875,25326.900390625,0
2025-10-15 07:50:00+00:00,25343.0,25343.0,25353.69921875,25338.400390625,25346.19921875,0
2025-10-15 07:55:00+00:00,25349.0,25349.0,25361.75,25337.849609375,25343.19921875,0
2025-10-15 08:00:00+00:00,25360.44921875,25360.44921875,25361.05078125,25348.55078125,25350.30078125,0
2025-10-15 08:05:00+00:00,25353.900390625,25353.900390625,25364.349609375,25352.44921875,25360.849609375,0
2025-10-15 08:10:00+00:00,25350.25,25350.25,25355.150390625,25347.0,25353.099609375,0
2025-10-15 08:15:00+00:00,25346.69921875,25346.69921875,25356.94921875,25345.55078125,25350.80078125,0
2025-10-15 08:20:00+00:00,25342.400390625,25342.400390625,25352.400390625,25341.5,25346.55078125,0
2025-10-15 08:25:00+00:00,25334.69921875,25334.69921875,25346.099609375,25332.19921875,25342.25,0
2025-10-15 08:30:00+00:00,25323.80078125,25323.80078125,25338.44921875,25322.849609375,25335.150390625,0
2025-10-15 08:35:00+00:00,25330.599609375,25330.599609375,25338.599609375,25311.900390625,25325.19921875,0
2025-10-15 08:40:00+00:00,25326.900390625,25326.900390625,25335.30078125,25317.650390625,25331.25,0
2025-10-15 08:45:00+00:00,25330.80078125,25330.80078125,25332.80078125,25312.44921875,25328.25,0
2025-10-15 08:50:00+00:00,25325.80078125,25325.80078125,25332.400390625,25318.25,25330.80078125,0
2025-10-15 08:55:00+00:00,25333.75,25333.75,25336.400390625,25323.5,25326.19921875,0
2025-10-15 09:00:00+00:00,25331.849609375,25331.849609375,25336.94921875,25318.94921875,25333.849609375,0
2025-10-15 09:05:00+00:00,25324.349609375,25324.349609375,25337.94921875,25323.75,25333.05078125,0
2025-10-15 09:10:00+00:00,25330.5,25330.5,25336.849609375,25322.650390625,25325.80078125,0
2025-10-15 09:15:00+00:00,25298.849609375,25298.849609375,25333.94921875,25296.599609375,25331.05078125,0
2025-10-15 09:20:00+00:00,25312.900390625,25312.900390625,25317.19921875,25287.099609375,25298.0,0
2025-10-15 09:25:00+00:00,25316.0,25316.0,25318.19921875,25308.5,25314.05078125,0
2025-10-15 09:30:00+00:00,25312.5,25312.5,25316.650390625,25303.650390625,25314.849609375,0
2025-10-15 09:35:00+00:00,25316.19921875,25316.19921875,25319.349609375,25310.099609375,25312.400390625,0
2025-10-15 09:40:00+00:00,25327.94921875,25327.94921875,25330.0,25313.44921875,25315.599609375,0
2025-10-15 09:45:00+00:00,25328.900390625,25328.900390625,25331.80078125,25324.75,25328.19921875,0
2025-10-15 09:50:00+00:00,25333.150390625,25333.150390625,25334.69921875,25325.19921875,25329.25,0
2025-10-15 09:55:00+00:00,25327.75,25327.75,25336.650390625,25323.849609375,25332.94921875,0
2025-10-16 03:45:00+00:00,25412.150390625,25412.150390625,25424.650390625,25382.849609375,25401.0,0
2025-10-16 03:50:00+00:00,25413.599609375,25413.599609375,25427.19921875,25401.650390625,25412.5,0
2025-10-16 03:55:00+00:00,25424.19921875,25424.19921875,25430.150390625,25405.69921875,25412.80078125,0
2025-10-16 04:00:00+00:00,25433.349609375,25433.349609375,25436.849609375,25420.80078125,25424.75,0
2025-10-16 04:05:00+00:00,25413.80078125,25413.80078125,25440.349609375,25412.55078125,25433.0,0
2025-10-16 04:10:00+00:00,25431.400390625,25431.400390625,25431.44921875,25412.0,25414.099609375,0
2025-10-16 04:15:00+00:00,25437.849609375,25437.849609375,25441.099609375,25430.69921875,25431.05078125,0
2025-10-16 04:20:00+00:00,25451.150390625,25451.150390625,25452.099609375,25431.849609375,25438.25,0
2025-10-16 04:25:00+00:00,25434.55078125,25434.55078125,25452.75,25433.650390625,25451.25,0
2025-10-16 04:30:00+00:00,25443.94921875,25443.94921875,25445.75,25429.19921875,25434.75,0
2025-10-16 04:35:00+00:00,25437.30078125,25437.30078125,25445.099609375,25434.75,25443.69921875,0
2025-10-16 04:40:00+00:00,25423.44921875,25423.44921875,25437.599609375,25422.349609375,25436.25,0
2025-10-16 04:45:00+00:00,25436.900390625,25436.900390625,25438.900390625,25417.55078125,25423.650390625,0
2025-10-16 04:50:00+00:00,25449.5,25449.5,25450.30078125,25433.849609375,25437.19921875,0
2025-10-16 04:55:00+00:00,25453.25,25453.25,25459.099609375,25447.349609375,25449.900390625,0
2025-10-16 05:00:00+00:00,25454.80078125,25454.80078125,25460.5,25451.05078125,25452.900390625,0
2025-10-16 05:05:00+00:00,25456.44921875,25456.44921875,25457.599609375,25450.55078125,25454.55078125,0
2025-10-16 05:10:00+00:00,25458.94921875,25458.94921875,25460.94921875,25452.349609375,25456.5,0
2025-10-16 05:15:00+00:00,25462.19921875,25462.19921875,25465.75,25457.30078125,25459.150390625,0
2025-10-16 05:20:00+00:00,25458.400390625,25458.400390625,25464.400390625,25453.900390625,25462.69921875,0
2025-10-16 05:25:00+00:00,25467.5,25467.5,25468.75,25455.80078125,25458.55078125,0
2025-10-16 05:30:00+00:00,25463.55078125,25463.55078125,25472.599609375,25462.099609375,25467.849609375,0
2025-10-16 05:35:00+00:00,25464.650390625,25464.650390625,25466.0,25459.44921875,25464.599609375,0
2025-10-16 05:40:00+00:00,25462.25,25462.25,25469.94921875,25461.44921875,25465.0,0
2025-10-16 05:45:00+00:00,25461.19921875,25461.19921875,25465.150390625,25459.099609375,25461.75,0
2025-10-16 05:50:00+00:00,25451.0,25451.0,25462.400390625,25450.25,25461.5,0
2025-10-16 05:55:00+00:00,25459.650390625,25459.650390625,25460.150390625,25450.0,25450.75,0
2025-10-16 06:00:00+00:00,25454.5,25454.5,25468.44921875,25452.30078125,25459.30078125,0
2025-10-16 06:05:00+00:00,25453.650390625,25453.650390625,25456.849609375,25450.94921875,25454.69921875,0
2025-10-16 06:10:00+00:00,25447.099609375,25447.099609375,25454.599609375,25445.25,25453.75,0
2025-10-16 06:15:00+00:00,25442.650390625,25442.650390625,25449.0,25442.0,25447.0,0
2025-10-16 06:20:00+00:00,25461.0,25461.0,25463.80078125,25441.599609375,25442.0,0
2025-10-16 06:25:00+00:00,25451.349609375,25451.349609375,25460.55078125,25448.30078125,25460.55078125,0
2025-10-16 06:30:00+00:00,25458.650390625,25458.650390625,25466.75,25450.44921875,25450.650390625,0
2025-10-16 06:35:00+00:00,25455.0,25455.0,25462.599609375,25450.849609375,25458.5,0
2025-10-16 06:40:00+00:00,25477.0,25477.0,25478.05078125,25454.44921875,25455.44921875,0
2025-10-16 06:45:00+00:00,25479.05078125,25479.05078125,25485.099609375,25475.900390625,25476.900390625,0
2025-10-16 06:50:00+00:00,25490.44921875,25490.44921875,25493.349609375,25474.75,25477.55078125,0
2025-10-16 06:55:00+00:00,25496.0,25496.0,25500.599609375,25489.30078125,25491.0,0
2025-10-16 07:00:00+00:00,25507.25,25507.25,25507.69921875,25496.25,25496.25,0
2025-10-16 07:05:00+00:00,25510.650390625,25510.650390625,25512.349609375,25500.94921875,25507.400390625,0
2025-10-16 07:10:00+00:00,25506.650390625,25506.650390625,25516.25,25505.25,25510.650390625,0
